 Produção Ambulatorial do SUS - Brasil - por local de residência
Valor apresentado por Município e Ano/mês atendimento
Período:2008-2010
"Município";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"Total"
"430300 Cachoeira do Sul";220758,81;231400,78;229082,21;244381,95;262355,91;260318,71;286604,08;284714,66;300780,79;308845,64;299691,59;345133,76;327323,19;316977,61;361475,44;372617,67;377071,29;368641,39;361124,88;405919,94;345169,99;364109,75;361305,90;353107,04;358727,26;325224,35;339869,91;362313,92;421317,59;401828,33;403241,97;340405,54;342738,84;351398,68;358904,58;375564,35;11970448,30
"430310 Cachoeirinha";378096,32;429267,84;400615,75;392287,38;364538,32;394998,28;422371,96;418044,40;426205,58;461292,17;411968,65;442367,94;464949,32;432282,74;449747,54;471733,24;495516,87;471141,68;519464,97;505177,19;484606,38;506681,05;515381,13;535082,52;633751,23;543041,74;651075,54;587695,77;543822,08;527519,48;507733,03;524385,19;525502,66;534411,04;514927,61;546781,78;17434466,37
"430320 Cacique Doble";11384,11;14479,50;9849,31;12677,65;10127,64;12908,08;10400,30;9490,37;15850,68;17219,74;9731,07;10504,44;10118,85;10019,68;13848,42;17321,66;14148,28;13629,60;14077,14;13354,41;13884,87;17947,10;18299,55;19030,55;12022,06;12836,95;16281,79;15757,37;18593,70;13344,60;15836,74;13396,85;14501,17;16974,43;17146,93;17110,40;504105,99
"430330 Caibaté";14230,04;12897,56;16087,29;18115,09;17481,62;33196,60;49767,64;24760,52;22890,71;24622,60;25231,64;24076,93;27834,02;23411,85;30651,52;29981,20;38882,88;36362,75;41890,64;33083,58;39276,54;39186,77;23341,75;29188,78;29330,74;31003,49;36290,35;31591,44;32233,04;22824,11;28480,57;31479,87;29514,03;29292,17;30181,98;37747,11;1046419,42
"430340 Caiçara";5569,49;13449,68;13250,16;14063,01;13037,04;12884,48;10784,62;12146,25;10103,85;3032,69;6725,36;5518,49;3770,08;4308,90;7219,15;4792,36;6281,76;4582,68;6169,16;10532,15;9750,36;9269,75;14346,35;14357,53;12851,16;14708,57;14539,92;15920,58;13774,10;14624,81;16711,19;20437,48;20678,92;21829,53;18594,68;22285,70;422901,99
"430350 Camaquã";186236,49;184531,07;167563,43;175651,73;175609,03;184861,29;186787,99;191934,43;196639,04;194958,89;170255,25;209026,71;183879,26;182799,15;193832,33;213146,73;203407,98;219404,64;217953,77;210769,64;222066,55;215635,92;234165,95;235269,73;209982,44;222869,64;260659,08;247768,05;276924,03;245183,86;222581,57;212560,34;214307,51;245270,93;226141,58;263241,19;7603877,22
"430355 Camargo";3908,01;1768,62;2506,91;2466,43;4405,13;3239,15;4794,04;6625,23;3949,33;6413,38;4552,51;2830,17;3756,64;4367,27;7906,63;4726,69;5064,89;6176,75;8649,71;7749,19;8679,06;10734,30;13032,81;10481,99;12487,57;14164,56;15867,19;13761,91;13604,13;11320,30;9801,71;12979,37;15752,51;11767,09;9859,73;12166,69;292317,60
"430360 Cambará do Sul";6019,41;7668,08;6436,88;6508,28;6177,66;7912,66;6922,51;12207,83;9901,62;12948,03;11629,84;16182,38;11103,87;13208,47;13269,91;12407,50;7980,85;12388,53;8201,23;10236,73;8939,52;9332,32;10157,36;11124,29;12807,19;12148,06;12478,02;13416,67;14877,22;14573,35;12970,54;8641,53;10546,87;9976,00;13087,13;11326,50;385714,84
"430367 Campestre da Serra";8409,56;12725,85;3097,41;9549,92;9085,83;12196,98;20178,39;11063,73;10149,66;22771,21;15685,62;7831,49;9313,11;6955,18;9204,36;9878,13;9849,30;10876,53;11621,45;10238,06;13419,67;13518,15;11689,39;9350,64;12621,91;11296,91;10040,65;11340,36;8912,60;8037,07;9802,68;8598,79;8626,19;7653,52;8603,10;9946,92;384140,32
"430370 Campina das Missões";18666,09;22295,85;19625,39;19734,37;26248,98;20706,92;19184,24;19227,81;17677,18;18861,61;21714,93;36703,47;14949,90;14268,02;17537,73;16393,01;17620,41;17560,15;17404,82;24831,50;29967,03;22914,00;30506,28;25321,41;23255,82;11389,93;32562,18;21519,26;31457,91;21026,31;22712,79;31765,09;22071,51;22585,58;12636,03;18861,87;781765,38
"430380 Campinas do Sul";25121,17;28989,77;28231,08;27645,17;16765,66;24040,19;23310,15;29703,29;25797,15;28432,99;26688,49;33980,00;29530,64;29924,36;30994,37;40561,76;36466,50;30804,33;36679,00;32239,34;35804,11;37581,84;34876,78;32008,77;59926,67;40471,52;42642,35;49022,07;39165,94;36716,48;28968,78;26379,50;32033,95;36599,86;28596,41;26388,08;1173088,52
"430390 Campo Bom";135125,73;138045,61;137646,70;140700,09;156929,97;160694,37;184693,99;176452,42;173570,23;185839,95;183672,54;177700,48;182070,46;174893,25;196717,98;209655,18;213778,54;229503,81;252808,74;233865,19;278051,51;319520,15;266116,24;275334,63;250814,87;217955,04;270949,40;249996,04;272310,30;274502,47;237997,42;235999,32;237104,74;241996,73;211811,58;205407,02;7690232,69
"430400 Campo Novo";7669,09;8733,42;8444,41;9586,95;12968,20;39648,53;62045,07;12085,16;13462,81;11969,35;13898,68;13596,96;14634,72;16659,07;20102,79;13269,78;14609,09;18129,63;18412,28;17914,32;20856,34;24298,14;26365,02;23813,35;16516,86;18755,18;24202,18;23656,31;27038,72;27644,61;16874,06;18099,48;18288,83;16201,38;17757,09;17142,02;685349,88
"430410 Campos Borges";6220,13;13140,72;13500,56;18429,56;16574,50;19468,43;16250,36;13722,56;13654,25;16493,39;15470,10;17370,18;17065,64;16660,28;19348,79;15837,66;16130,97;17877,60;16538,36;17685,27;17390,85;20559,12;21511,92;24172,59;21283,46;18301,29;22701,81;21246,78;21356,31;21796,87;22803,21;24541,73;18461,39;22231,17;21105,34;23018,41;659921,56
"430420 Candelária";61693,89;57353,49;56345,67;56484,61;62316,67;69553,89;67125,10;69316,79;74305,02;68337,91;57237,14;67553,46;69423,66;88038,28;89906,43;85679,24;82842,46;87116,13;80480,66;93986,04;97727,95;94395,08;82734,60;80881,89;86361,90;82088,74;92393,13;89308,94;106717,89;95370,61;94817,40;93765,50;88156,89;92267,83;85169,85;99095,31;2906350,05
"430430 Cândido Godói";54823,25;52403,72;35348,23;22618,81;28934,67;37756,63;20741,21;28625,91;24495,80;19279,79;16152,39;12630,24;17369,40;25079,42;29614,68;24387,01;25879,64;23540,63;21692,81;20443,67;29141,63;28259,04;29148,74;30333,55;22186,67;16851,84;23277,21;22317,01;25559,74;25592,32;23982,41;25781,90;30672,73;34895,87;34772,86;25609,83;970201,26
"430435 Candiota";9451,72;7729,14;8401,41;7484,72;8600,40;7062,68;5572,84;7704,83;4339,60;17506,36;15846,13;18266,37;15162,10;11966,19;18552,72;14152,29;18962,73;23345,98;17307,54;18551,57;14151,54;16695,51;15615,97;17276,63;9096,91;12603,21;8628,71;9152,90;11641,88;9489,50;8355,40;8913,09;10690,78;11601,44;15043,66;16290,26;451214,71
"430440 Canela";73957,33;72424,14;69181,31;77809,10;87700,14;90533,05;102310,43;100603,16;129341,83;115450,96;101570,84;92703,66;101718,11;96062,25;112934,16;106737,58;117761,77;116674,52;125871,49;113496,18;120086,22;117519,89;111234,31;140225,90;136313,95;116205,90;148082,16;149307,92;155022,77;143082,82;155472,46;156571,71;159245,68;191280,71;168919,90;156089,92;4329504,23
"430450 Canguçu";128735,54;107271,48;116826,23;117346,09;117728,69;119171,82;128888,29;128148,33;121008,20;122012,28;118951,91;124763,34;144631,75;127752,62;146610,93;145938,96;167732,06;134847,84;153195,75;160785,30;165744,72;157303,95;165458,34;164819,72;156528,04;143368,75;166373,11;168548,42;165357,29;161378,57;163433,54;159216,81;164560,90;178154,99;187005,17;170564,67;5270164,40
"430460 Canoas";1077904,89;988015,19;1368315,49;1215124,66;1228016,53;1250568,82;1331196,84;1664860,12;1309354,34;1288050,65;1203106,69;1234242,24;1210286,38;1133719,32;1315239,75;1270305,53;1234275,47;1244718,91;1299237,61;1328937,51;1284017,27;1424615,37;1328217,25;1592402,11;1404810,63;1348524,18;1602697,02;1845204,64;1452920,48;1404251,49;1351937,62;1387684,16;1319344,42;1389130,38;1315341,04;1493257,58;48139832,58
"430461 Canudos do Vale";6641,91;6891,08;7129,69;7439,93;7844,73;7159,93;4351,89;6369,37;6604,13;6204,50;3866,33;5733,69;7344,52;3693,29;5643,82;6826,91;5781,59;6371,38;7790,39;11440,24;14192,35;13900,53;13089,76;7061,16;6662,45;7495,32;4573,01;6802,12;9836,48;10771,08;9656,45;8922,24;6336,88;7738,93;7687,05;9682,78;275537,91
"430462 Capão Bonito do Sul";2563,85;2056,18;3728,60;1829,12;2198,32;410,96;2823,74;1464,77;1780,02;4116,87;2151,67;3888,54;4339,38;5334,72;4934,53;3501,07;3214,36;4265,94;5280,82;5082,30;4536,95;5342,09;5700,57;4212,85;5267,27;7431,71;7118,30;4544,48;5993,05;4975,42;4488,21;6591,60;5004,48;6136,89;7307,48;9486,55;159103,66
"430463 Capão da Canoa";85631,79;81141,19;78569,33;73924,93;74907,31;71759,12;94857,80;99938,87;96631,08;104383,32;89071,86;102737,67;103605,68;98296,57;118784,43;119921,02;133642,00;139415,71;156233,11;136731,40;147630,86;179560,64;171371,88;178065,35;179396,04;168009,68;159933,13;150578,60;154176,45;141225,39;156946,10;143962,82;152656,03;158129,14;162341,87;172515,88;4636684,05
"430465 Capão do Cipó";1962,60;1488,85;2054,43;1183,14;5158,71;3721,83;3570,38;3610,38;2639,90;2993,90;1184,79;2508,61;1362,75;3290,36;2287,63;1868,89;1170,78;1643,46;2530,25;3155,37;5495,14;2149,74;4648,53;1372,49;2439,37;3092,82;2182,68;4662,67;5278,35;3909,79;2675,17;2802,38;3977,52;4046,14;4896,20;2474,70;105490,70
"430466 Capão do Leão";65069,43;61130,36;61970,33;73450,62;60985,18;63084,29;73689,44;70521,45;63934,90;73311,06;72812,09;73584,18;74225,04;72257,38;76349,11;78963,52;77983,74;75061,35;86794,63;89747,22;89916,54;89223,13;97800,38;88451,19;74031,29;67616,89;84230,03;94364,40;80032,83;78906,36;82331,58;79493,78;91483,01;91211,82;85756,30;91670,86;2811445,71
"430468 Capela de Santana";22838,63;24406,43;21992,53;23333,09;17984,28;22903,32;26761,56;22955,27;23281,47;19323,93;17700,29;16552,67;19645,49;13136,17;18331,37;16243,91;18775,92;12103,40;17953,84;14095,04;15756,81;17068,24;17891,44;12482,31;16090,67;13261,71;28159,29;19545,85;18259,49;22751,34;21947,71;22351,77;26115,42;19862,95;18572,54;17862,92;698299,07
"430469 Capitão";7147,05;9647,47;6644,42;9676,36;11216,38;10354,85;10478,99;8935,15;10307,21;5493,21;9553,67;11231,81;13791,55;13272,19;13432,26;11089,07;9139,63;9817,69;10895,50;9112,37;8497,81;8201,25;7754,02;8185,56;8195,16;7886,35;8916,73;7095,75;11568,06;13126,28;10652,35;10021,94;12885,69;12241,43;15594,63;8577,76;360637,60
"430467 Capivari do Sul";12382,63;12717,82;11938,44;10262,92;9867,61;11959,13;11656,30;13297,16;15038,81;15645,46;13826,58;14959,61;15133,11;14283,65;16703,24;17290,63;13769,32;17204,55;19849,29;14849,55;15065,02;10476,16;10260,69;9785,17;7991,54;49906,46;11683,81;8220,45;7212,84;17497,54;16221,62;16141,99;17215,60;17775,23;14151,19;11040,97;523282,09
"430471 Caraá";15268,31;14802,02;15077,52;15785,11;14456,07;11018,30;15070,02;14973,47;14987,70;16490,45;13352,69;14919,99;14954,18;13623,01;14397,32;14716,03;14260,66;16533,23;18944,66;18588,80;17232,89;20616,12;29821,86;30767,83;27711,70;24489,59;24296,46;25188,50;26993,80;26386,86;22680,44;21970,09;20891,84;20195,64;16320,52;19197,56;676981,24
"430470 Carazinho";226977,23;286026,14;272394,38;275844,00;293513,22;311702,94;320293,57;286669,65;329132,26;347405,27;320014,61;319162,25;309971,75;295219,52;330898,50;343415,78;349615,51;362808,27;365272,97;355618,18;367913,11;379023,54;387221,13;376277,29;357004,45;359473,06;390224,26;353787,17;353382,17;364439,02;374272,52;406373,47;519716,36;394040,08;392680,48;388017,09;12465801,20
"430480 Carlos Barbosa";37847,55;47901,20;51087,50;40060,18;37859,55;44195,26;47541,91;39955,97;44263,62;43512,51;42711,25;36243,08;47563,95;41277,58;45677,50;41470,78;52366,30;45858,05;52088,52;50549,96;53401,65;53133,12;51545,19;58178,57;70248,69;50717,35;62808,84;59374,82;61241,61;68903,81;65854,97;72509,16;65981,70;71166,11;64566,80;70146,83;1889811,44
"430485 Carlos Gomes";7545,03;8272,03;7050,74;2933,65;3356,80;2861,41;3888,29;4490,14;6490,20;9773,78;5494,12;6587,07;6320,76;5157,00;5384,84;7623,46;7652,70;6489,27;4901,74;6214,18;6496,30;8377,14;6921,14;6913,69;7498,94;6354,41;9688,61;7137,14;10767,87;9184,03;10614,40;11477,03;13270,04;11859,83;11083,10;9275,53;265406,41
"430490 Casca";30384,20;33763,67;26821,33;30273,29;27164,00;30053,41;24526,58;24627,87;26705,59;33619,83;23850,25;29531,59;30414,25;27094,45;33356,84;33378,49;37896,63;33621,08;33998,76;39217,21;39494,95;33843,42;42326,00;33257,71;35619,21;39325,23;48845,40;35751,16;43040,32;41113,03;41477,21;38720,20;39425,09;43784,91;40690,38;35862,67;1242876,21
"430495 Caseiros";2783,62;7095,44;5634,91;7387,43;6560,66;6682,43;8405,32;7001,58;11893,29;10901,52;12198,35;10397,21;5479,36;5393,30;6053,28;7201,99;6293,37;8502,63;7998,89;10714,34;6292,12;3786,72;5553,45;7565,64;8627,96;11267,38;12104,10;13855,40;34240,34;11134,69;8698,51;7998,20;2458,75;5703,99;3354,96;5551,15;302772,28
"430500 Catuípe";34133,60;36973,50;31094,54;25507,36;34141,85;40965,84;40569,38;34436,36;44827,44;41676,22;35951,16;37234,34;39980,18;43993,46;41440,57;56925,48;46657,90;43859,96;40505,50;40074,54;42119,38;40798,40;38695,70;32918,38;42803,53;39886,16;43327,55;47319,10;50422,64;38834,83;38373,74;44488,35;50646,61;50349,03;52993,52;50603,35;1495529,45
"430510 Caxias do Sul";1221569,75;1356616,63;1302237,61;1365332,54;1334415,87;1433186,55;1480207,87;1457257,67;1527720,01;1538523,34;1452186,33;1494162,29;1574914,20;1464168,80;1793894,15;1867036,47;1832338,72;1805813,79;1788950,57;1804733,12;1721987,53;1705298,93;1731994,58;1740761,25;1775686,06;1691472,81;1900411,89;1881490,66;1729442,21;1750152,71;1601180,95;1677315,90;1560185,74;1609799,95;1454314,86;1567357,55;57994119,86
"430511 Centenário";10760,23;10152,04;7452,36;7046,79;5993,11;12252,66;14758,89;13260,53;13136,05;12177,55;15421,99;14919,27;14869,91;12524,18;10617,51;10331,18;12932,09;13613,29;20383,90;17069,64;19115,85;14529,29;17155,16;16728,93;15602,01;13091,74;10454,83;13171,14;11679,50;11868,75;6735,56;9956,32;9680,50;10637,57;13121,18;10288,95;453490,45
"430512 Cerrito";15388,14;11214,46;12315,13;13209,84;16507,01;16042,08;16653,71;22388,32;18706,31;16974,74;18418,90;20330,46;20302,49;15806,80;17783,28;19925,43;20799,81;12140,69;26779,31;17806,27;19773,54;16024,29;14765,60;17717,42;20471,11;16724,37;14248,92;25016,41;21900,68;17413,66;17597,21;14956,08;15534,48;16643,46;12119,71;10733,97;621134,09
"430513 Cerro Branco";6176,82;9942,06;10274,24;8562,88;7311,99;8065,62;9679,79;19868,55;11380,17;12605,84;12470,75;13725,74;14100,65;11807,72;21672,39;18884,54;16756,33;22677,74;21589,92;18804,84;18357,50;14274,53;20393,69;19611,32;14764,61;11477,31;15089,69;16484,66;13393,12;14333,58;13046,08;15892,89;17400,53;15968,67;18299,92;14931,90;530078,58
"430515 Cerro Grande";10105,01;10384,42;8602,93;9409,87;6398,55;6114,99;8097,03;9225,82;6679,28;6004,17;5326,48;6062,52;5453,84;4664,94;5689,74;5185,42;5690,83;8336,94;6984,45;3793,12;1690,84;3795,52;2384,61;3943,55;2218,56;5333,23;6931,87;7448,55;8721,34;10966,04;7443,35;8440,27;8304,45;11742,66;9982,69;10150,18;247708,06
"430517 Cerro Grande do Sul";20642,90;30957,51;32794,13;35881,33;28757,08;30936,53;36034,49;27663,90;29785,95;29535,31;26902,82;29797,14;30125,70;25242,34;28233,80;28124,59;30325,37;31576,94;29154,27;29103,16;26339,35;26269,75;27787,90;30258,90;23892,01;23849,01;31081,38;27434,31;28357,71;31830,71;34060,41;26461,68;31220,32;31586,24;31995,75;42303,40;1066304,09
"430520 Cerro Largo";25565,85;23217,92;26627,73;30051,84;28588,93;29770,17;39771,59;26091,68;33818,51;29438,01;28035,92;28565,61;26078,63;29440,39;33641,10;31062,83;32931,86;37526,38;40202,61;39786,65;40904,98;41889,74;42667,57;51364,92;49957,06;40652,85;36748,54;42774,99;35231,61;35324,75;50053,27;182483,57;53222,52;43623,98;51180,83;45477,45;1463772,84
"430530 Chapada";24835,74;25712,15;26052,95;21438,61;23489,76;24326,16;26632,48;29995,75;28765,35;32234,19;34779,75;31569,29;23811,28;25768,77;24420,37;23490,66;26260,51;30660,82;36884,32;30574,72;30129,48;37289,46;40425,51;47297,25;37526,11;33277,72;41418,10;39068,31;31524,75;34934,60;36029,37;52998,86;69865,86;43563,40;43394,13;47781,55;1218228,09
"430535 Charqueadas";76012,42;62786,71;74653,76;76430,99;74395,37;78679,46;81539,48;71620,42;57837,37;78260,31;76107,02;129357,14;98346,46;80219,28;104335,59;105867,23;105676,06;98411,55;106088,50;96252,19;113905,19;130052,89;122713,98;113961,82;109036,83;102982,06;106619,46;112186,36;122260,78;125914,16;118956,89;117956,35;109742,88;120229,48;116614,12;125878,80;3601889,36
"430537 Charrua";8473,17;7805,92;8276,14;11463,11;10061,45;9225,81;7840,76;6827,82;9894,71;10878,90;12365,89;12550,98;15222,06;13991,92;11574,51;11092,72;9807,81;9697,74;12003,87;9205,20;7033,97;7804,57;7531,76;8928,70;6085,16;9985,25;10633,10;8883,27;9065,96;10132,76;17927,22;15262,80;17196,91;13279,63;23998,78;24205,72;406216,05
"430540 Chiapetta";6293,91;5283,39;4541,31;9867,14;9404,03;13258,08;8595,32;6262,87;5994,19;5616,12;8241,72;9491,69;9705,63;8799,42;9788,44;8502,57;10792,87;8264,71;10929,04;7952,65;19849,47;9944,51;17791,87;14707,97;9738,72;5823,78;8394,82;5091,87;9413,99;9435,87;7185,23;6603,13;11382,31;12762,66;12904,17;7028,74;335644,21
"430543 Chuí";2834,96;1539,68;1956,64;3452,12;861,29;3482,00;4218,41;2870,92;3386,82;7537,12;5624,41;3656,01;4081,02;2559,89;3480,33;2937,67;5763,07;5657,03;6159,00;6007,83;4471,92;2843,82;2999,83;5313,51;5704,74;5173,97;3430,95;2190,50;1675,76;1895,33;2293,23;4742,34;1372,60;1562,95;3036,70;1583,12;128357,49
"430544 Chuvisca";5691,41;4997,00;5195,59;3174,54;6100,63;6066,07;2827,78;3374,19;4480,68;5731,75;4857,18;10003,27;7545,71;3993,56;6431,27;7092,14;6634,54;7128,25;5671,66;6854,35;4905,24;7848,41;5979,65;8852,97;5986,59;8674,22;9365,06;3949,81;5774,67;5248,61;7974,81;10627,17;8102,10;7635,31;12495,89;13920,48;241192,56
"430545 Cidreira";22951,47;26694,34;27424,96;39100,46;29851,62;30951,97;33164,16;27551,95;30116,63;35662,49;31373,40;34960,96;33440,16;28300,78;28432,58;37504,31;41198,05;32954,06;37041,10;38462,25;33728,34;40219,87;41400,00;42957,08;44496,82;43374,40;52501,16;45608,13;42798,74;50661,54;31494,16;32083,61;30428,33;33553,28;37424,46;37742,54;1287610,16
"430550 Ciríaco";13541,53;14037,08;11023,59;9565,97;11235,16;9949,19;17172,40;20421,38;21104,10;19817,25;22314,25;20376,48;19584,53;14500,32;18569,93;20425,59;19208,83;18477,36;20813,63;16223,18;15001,25;18898,82;20817,40;16414,99;19421,10;19842,29;13951,43;16070,01;16697,68;20836,71;21728,41;17056,44;22666,03;18778,65;22529,63;25490,85;644563,44
"430558 Colinas";10555,39;11161,96;10201,48;11242,77;12297,72;11142,31;11930,48;14037,41;8967,38;10897,73;7626,22;10844,83;18604,23;14113,39;11734,25;12918,94;12765,90;11823,04;12674,99;11894,26;15025,18;14691,45;15823,91;13506,84;15227,00;11407,58;9401,90;11480,24;12388,03;9368,45;8704,69;8993,49;17378,73;8792,00;9605,58;12926,86;432156,61
"430560 Colorado";4217,57;8555,72;7148,87;15996,79;14046,28;8639,28;8528,95;6627,00;3817,80;3967,16;2759,78;3625,99;3795,47;2499,72;5791,09;6228,17;5522,48;3810,47;8113,87;7471,71;9319,96;9770,60;9966,87;12300,28;10644,44;7958,16;16312,83;8453,80;7617,83;5001,58;7380,16;7493,76;7677,30;6053,41;6619,90;3888,98;267624,03
"430570 Condor";13693,60;14143,58;11832,65;10607,36;11958,64;12767,28;15822,94;11757,57;16158,06;17919,66;20348,75;20392,74;21767,44;12774,78;17457,47;21444,76;20467,78;21473,82;21791,10;30270,23;19438,61;23505,16;19293,37;24108,70;23185,76;22739,57;23069,65;25375,13;16504,10;25824,90;26225,16;31106,08;28625,60;33459,23;27911,58;25802,59;741025,40
"430580 Constantina";23385,33;33068,92;29774,00;38389,06;34665,00;31285,16;29434,81;33903,51;29985,22;28314,78;24982,04;31163,09;27213,74;29724,05;28265,87;29836,56;28108,07;22502,93;35810,06;62853,12;37798,70;36383,82;38009,90;37228,18;36672,03;28566,75;38578,10;31642,26;36281,51;30703,74;31392,37;32797,32;33724,90;34138,58;40001,88;38863,35;1195448,71
"430583 Coqueiro Baixo";5386,37;1638,97;6754,27;5193,15;5612,43;7106,18;2905,08;2657,18;4085,29;2857,55;4024,28;3118,93;3117,10;5410,95;3318,23;5486,26;3181,21;5388,70;5702,83;3267,91;3868,32;2795,15;3396,87;3093,13;4879,23;4197,47;4404,74;2970,94;8507,93;9683,71;9141,12;13828,65;11914,92;6678,77;5692,65;13422,54;194689,01
"430585 Coqueiros do Sul";11826,36;9643,44;11517,38;11857,52;10941,95;12600,10;16240,26;12463,63;14732,96;12005,74;9379,25;12713,19;11145,97;10346,76;13260,04;11730,29;13137,32;13283,52;13150,14;12939,01;11912,40;13332,12;17642,97;12607,14;16667,36;10728,08;12020,87;10891,16;12154,43;9534,80;10882,66;12063,50;9967,66;12087,20;10296,57;10526,67;438230,42
"430587 Coronel Barros";5528,67;3713,82;5989,04;5085,46;5699,99;4007,46;9404,66;3934,47;5784,93;10935,39;8863,73;6639,73;7393,69;7508,43;6858,66;7768,13;7483,36;12238,09;14576,30;9680,94;8976,78;10679,86;10780,90;16685,71;14944,96;16939,92;20937,88;16535,46;18585,21;12673,12;17078,51;14668,70;15245,64;16202,82;6891,24;5841,84;372763,50
"430590 Coronel Bicaco";8340,60;9989,40;15374,39;15968,54;14722,78;19425,36;20315,60;12142,99;10234,64;11609,88;11203,24;11415,30;12624,55;15325,22;15005,11;9929,49;10900,76;8668,81;10605,54;11741,06;10899,40;26745,74;14972,57;8769,26;20674,47;15179,06;9521,15;11959,37;16809,98;15130,81;19415,65;14965,35;17232,63;23938,65;20277,97;20408,07;522443,39
"430593 Coronel Pilar";264,53;310,90;175,39;530,24;275,66;347,70;138,19;176,55;4149,65;4476,07;4518,34;2753,71;301,80;2598,79;3117,30;5261,01;4456,05;5475,15;5798,44;3636,88;3772,58;3301,17;3574,65;3211,94;3335,16;3151,42;1514,90;1439,86;1645,02;1890,00;2647,13;3772,21;4118,81;4041,63;4626,04;10482,34;105287,21
"430595 Cotiporã";14799,65;14581,04;16604,42;12446,32;14710,25;15172,06;13656,40;14671,80;13258,69;16550,28;14236,36;17279,24;15309,32;15495,09;16616,67;16480,98;15303,89;18398,29;17934,98;22354,74;22814,04;26577,53;21905,08;22755,04;20915,84;19544,08;25260,81;23185,14;22154,18;20473,09;17580,89;19463,75;23257,50;23438,48;25861,42;23103,10;674150,44
"430597 Coxilha";5747,61;7891,54;7121,31;8125,14;17342,48;10182,05;14207,51;7689,96;11604,95;11887,67;10359,87;7233,47;10719,94;5812,05;6483,90;7859,29;8896,20;11767,10;10589,93;8554,37;10009,32;11907,41;15365,65;15084,28;11548,75;15586,94;15569,20;21153,30;15117,54;11523,48;12988,67;12772,18;9612,37;6578,10;6867,26;10170,39;391931,18
"430600 Crissiumal";48373,09;41883,65;39943,42;49140,95;42224,61;37234,20;52556,16;65632,08;80439,96;76662,24;41230,23;45489,25;40812,51;50051,72;40448,35;42154,13;41138,53;53352,57;47751,89;43671,36;54206,87;48321,99;45783,34;48299,02;54008,90;45102,95;56610,24;49522,96;53279,47;55170,73;49658,57;41014,15;57214,34;57979,13;56650,15;65311,48;1818325,19
"430605 Cristal";15577,64;15302,58;19515,08;14241,49;15063,75;19755,03;19060,99;21096,20;20510,74;14459,64;20879,36;21372,28;21296,21;18265,65;22119,07;23402,29;27267,14;23561,19;35385,90;28130,35;24788,99;22891,57;26763,65;25257,00;24137,08;19106,41;21812,39;21900,06;23306,91;26353,66;25797,62;25474,97;25900,35;31965,62;28405,00;27176,72;817300,58
"430607 Cristal do Sul";3310,42;3078,16;3291,83;4989,76;4240,59;3004,52;2705,65;2602,34;2921,06;3031,42;2457,16;2637,20;2155,48;3303,12;6286,14;3507,04;2962,35;4348,60;3132,53;2793,63;5858,49;4275,75;11421,44;5928,03;4886,88;5607,82;10478,30;6660,46;7135,26;4776,71;5503,83;7402,44;7292,80;5030,07;9120,49;6565,43;174703,20
"430610 Cruz Alta";291190,82;330116,52;343457,85;289237,89;288163,05;309817,93;335088,38;285759,03;281075,43;264769,12;270810,92;270551,97;252583,72;254969,02;286245,79;297332,60;247901,15;292708,59;256691,86;272650,05;279376,16;287233,94;266960,80;276764,48;260834,54;239890,73;300456,17;287123,92;294245,33;290326,27;329470,25;294368,41;289146,33;335028,10;293903,19;276499,14;10322749,45
"430613 Cruzaltense";3360,66;3851,14;2705,12;3357,26;5756,65;7780,26;6496,03;6975,04;4949,56;3743,66;3445,00;8066,60;5159,61;7458,85;4958,12;4768,88;5611,19;7169,30;6371,55;4253,02;7316,02;7715,79;7056,48;5571,41;5253,62;4232,37;6384,97;9509,50;8343,12;9265,26;10504,18;9619,02;9920,42;12108,55;13178,31;10603,86;242820,38
"430620 Cruzeiro do Sul";27962,59;35856,79;41863,83;39310,91;46506,65;47821,35;38726,16;42700,30;44494,22;39754,94;31218,81;39848,09;40614,54;36619,64;40358,41;37658,83;40334,69;45778,57;50350,08;51147,94;48834,84;41905,32;45584,70;48604,60;47845,52;42911,89;51911,54;52128,74;55787,78;44286,93;42447,51;51283,33;54829,63;56776,02;45310,51;49291,79;1598667,99
"430630 David Canabarro";8198,82;10610,76;5867,92;8195,51;8900,58;10264,21;11346,82;12966,22;13219,07;9289,31;9732,98;12752,47;11558,48;13489,23;13517,75;13334,45;17449,59;17697,38;20352,41;18833,50;15489,35;15893,16;16760,42;17710,91;15612,37;16648,63;12810,81;12092,87;10335,94;12749,75;12658,09;15748,17;8873,06;14462,38;13427,20;13324,18;472174,75
"430632 Derrubadas";5206,60;8085,30;3838,36;6672,19;4251,15;3414,91;2793,39;5949,77;6325,50;9678,17;6479,73;8530,96;8000,00;6514,27;7863,50;4299,63;3258,03;5329,63;9107,04;7717,40;13786,49;12940,09;13337,65;16910,20;12318,32;17555,53;16360,45;20627,35;23578,81;16391,24;17693,41;16810,91;12482,56;14971,49;11452,48;13809,71;374342,22
